id,project,status,target_completion_date,highway_transit_line,estimated_total_budget,latitude,longitude,category,supporting_ministry,community,description,result,area,region,address,postal_code,municipal_funding,provincial_funding,federal_funding,other_funding,website
1929,Kakabeka Falls and Rural District Curling and Athletic Club (KFCC),Planning,2025-08-01,,0,48.3802476,-89.484609,Communities,Northern Development,Oliver Paipoonge,Repairs to the KFCC Lounge Roof Repairs,Enhance community infrastructure.,Thunder Bay,Northwest,Fire #3659 Highway 11/17,P0T 1W0,,Yes,,Yes,
1932,Pickle Lake Multi-Purpose Community Service Centre,Planning,2025-09-01,,0,51.468,-90.19492,Communities,Northern Development,Pickle Lake,"Construct a 4,345 square foot building as a multi-purpose community services centre.",This building will house the following services for the community:  land ambulance services; training / meeting and conference space to support employers and area communities; hub for tourism; cultural displays; Community Futures Development Corporation Services; Ontario Works services; and Contact North training services.,Kenora,Northwest,8 Claude Avenue,P0V 3A0,Yes,Yes,Yes,,
1940,Royal Canadian Legion Major Hughes Branch 54,Planning,2025-12-01,,0,48.7219696,-94.5711728,Communities,Northern Development,Rainy River,Facility enhancements to extend building life and improve accessibility.,Enhance community infrastructure.,Rainy River,Northwest,319 Fourth Street,P0W 1L0,,Yes,,Yes,
1945,The Corporation of the Municipality of Red Lake,Planning,2026-01-01,,0,51.0564988,-93.7486011,Communities,Northern Development,Red Lake,Installation of sewer and water infrastructure to the airport industrial park.,Enhance community infrastructure.,Kenora,Northwest,2 Fifth Street,P0V 1C0,Yes,Yes,,,
1953,Norquay Prefab Wall Panels,Planning,2025-12-01,,0,46.5296587,-84.3544559,Communities,Northern Development,Sault Ste. Marie,"Leasehold improvements and required land servicing activities, as well as investing in new equipment, information and communication technology, training, and certification of a new production line.",Enhanced productivity and production capacity.,Algoma,Northeast,500 Wellington Street West,P6C 3T5,,Yes,,Yes,
1956,Bigwood Lake Service Extension,Under construction,2024-01-01,,975000,50.114176,-91.900885,Communities,Northern Development,Sioux Lookout,The purpose of this work is to upgrade a booster station and extend municipal services to a base camp site for the Watay Power Line Project and the Bigwood Lake Development Area.,"Increased water flows at the airport, and expanded water service to the Bigwood Lake Development Area to become development ready.",Kenora,Northwest,25 Fifth Avenue,P8T 1A4,Yes,Yes,Yes,,
1957,Hillcrest Service Expansion,Under construction,2025-12-01,,0,50.093597,-91.90726,Communities,Northern Development,Sioux Lookout,"Support the development of the 25-acre, municipally owned Hillcrest property into a commercial business park.","The development of the business park is in response to the shortage of shovel-ready, serviced, commercial lands within the community.",Kenora,Northwest,25 Fifth Avenue,P8T 1A4,Yes,Yes,Yes,Yes,
1959,The Corporation of the Township of Sioux Narrows Nestor Falls,Planning,2026-01-01,,0,49.3972058,-94.079218,Communities,Northern Development,Sioux Narrows-Nestor Falls,Completion of a 700 sq. foot expansion to facility.,Enhance community infrastructure.,Kenora,Northwest,5521 Highway 71,P0X 1N0,Yes,Yes,,,
1961,The Corporation of The Township of St. Joseph,Planning,2025-12-01,,0,46.2860979,-84.0361457,Communities,Northern Development,St. Joseph,Renovate the Dr. H.S. Trefry Memorial Centre with the construction and installation of a commercial kitchen.,Enhance community infrastructure.,Algoma,Northeast,1669 Arthur St.,P0R 1J0,Yes,Yes,,,
1970,Matawa Training and Wellness Centre - Cultural Space,Under construction,2025-01-01,,1233050,48.45152682,-89.20172668,Communities,Northern Development,Thunder Bay,"Renovate community centre to develop a dedicated Cultural Room, to facilitate connections to language, land, ancestry, family, and communities through Elders, cultural teachings, trainings, and integrated supports and programming at the facility.",Dedicated culturally appropriate space at the Matawa Training and Wellness Centre.,Thunder Bay,Northwest,523 Algoma Street North,P7A 5C2,Yes,Yes,Yes,Yes,
1972,Thunder Bay Art Gallery - New Waterfront Art Gallery,Under construction,2027-12-01,,31000000,48.42998,-89.21997,Communities,Northern Development,Thunder Bay,"Second and final phase of the Thunder Bay Art Gallery Waterfront Relocation Project, and construction of the Art Gallery.","Enhanced visitor experience, a new high-quality tourism product, and the enhancement of Indigenous niche tourism opportunities through the Gallery collection.",Thunder Bay,Northwest,1080 Keewatin Street,P7B 6T7,Yes,Yes,Yes,Yes,
1973,Vedic Cultural Centre,Planning,2025-12-01,,0,48.3896587,-89.2628975,Communities,Northern Development,Thunder Bay,Facility improvements to extend the life of the building.,Enhance community infrastructure.,Thunder Bay,Northwest,1600 Dease Street,P7C 5H4,,Yes,,Yes,
1974,St. Andrew Soup Kitchen Inc.,Planning,2025-12-01,,0,48.4370308,-89.2256875,Communities,Northern Development,Thunder Bay,Upgrades to the building to improve comfort and accessibility.,Enhance community infrastructure.,Thunder Bay,Northwest,292 Red River Road,P7B 1A8,,Yes,,Yes,
1975,The Coopérative Centre francophone de Thunder Bay Inc.,Planning,2025-12-01,,0,48.4366728,-89.2227154,Communities,Northern Development,Thunder Bay,"Renovation to community centre to extend the life of the building, and to improve accessibility and user comfort.",Enhance community infrastructure.,Thunder Bay,Northwest,234 Van Norman St.,P7A 4B8,,Yes,,Yes,
1976,Port Arthur Curling Centre Upgrades,Under construction,2026-01-01,,0,48.44505872,-89.20666602,Communities,Northern Development,Thunder Bay,"Enhancements that include replacing flooring, replacing the existing gas boilers, purchasing two new rooftop HVAC units, updating / repairing the suppression system, and purchasing new kitchen equipment.",Enhance community infrastructure.,Thunder Bay,Northwest,214 Egan Street,P7A 2W7,Yes,Yes,,Yes,
1982,Cochrane Highway 11 South Infrastructure Development,Under construction,2025-06-01,,1000000,49.05175,-81.03023,Communities,Northern Development,Timmins,"The project will assist in the expansion of commercial development on Highway 11 South inCochrane. The project includes the extension of municipal water and wastewater services to an unserviced area of Highway 11.The project will allow for a municipal watermain extension of 8"" diameter and a series of pressurized (forcemain) wastewater infrastructure services that will enable the development of multiple commercial operations supporting the transportation sector and tourism hospitality sector.","The project will result in the establishment of municipal water and wastewater services in an area where none currently exist, and the replacement of existing water services that are presently insufficient to support the “Linear Mixed Use Commercial” planning designation and associated strategic vision for the Highway 11 South corridor.",Cochrane,Northeast,171 4th Avenue,P0L 1C0,Yes,Yes,,,
1987,Timmins Festivals and Events Committee,Planning,2025-09-01,,0,48.4841893,-81.2180339,Communities,Northern Development,Timmins,Purchase a Stageline SL 320 mobile stage and two ATCO office trailers.,Enhance community infrastructure.,Cochrane,Northeast,198 Legion Drive,P0N 1H0,Yes,Yes,Yes,,
1989,The Corporation of the City of Timmins,Planning,2025-01-01,,0,48.4763617,-81.3307331,Communities,Northern Development,Timmins,Upgrades and expansion to the Roy Nicholson Park.,Enhance community infrastructure.,Cochrane,Northeast,220 Algonquin Boulevard East,P4N 1B3,Yes,Yes,,,
1995,Webequie First Nation,Planning,2026-01-01,,0,52.9771571,-87.9663879,Communities,Northern Development,Webequie First Nation,"Construction of a new 31,000 sq. foot facility.",Enhance community infrastructure.,,Northwest,240 Webequie Reserve,P0T 3A0,,Yes,Yes,Yes,
1999,White River Community Centre Roof Replacement,Under construction,2027-12-01,,0,48.588245,-85.2834877,Communities,Northern Development,White River,"Replace the roof of the Community Centre. The roof replacement will ensure the integrity of the building for current and future uses, which benefit the entire community.",Replace the roof of the Community Centre to extend the life of the building.,Algoma,Northeast,102 Durham Street,P0M 3G0,,Yes,,Yes,
2003,"Johnson Community Centre Power Backup, Air and Heat Unit",Planning,2025-09-01,,0,46.3462227,-83.925538,Communities,Northern Development,,"Undertake upgrades for the Johnson Community Centre, involving the power backup, and air and heat unit.",Upgrade community infrastructure to increase building longevity.,,,1 Johnson Drive,P0R 1E0,,Yes,,Yes,
2004,Jogues Local Services Board,Planning,2025-12-01,,0,47.6776482,-81.7203802,Communities,Northern Development,,Facility upgrade to modernize and extend life of the community building.,Enhance community infrastructure.,,Northeast,1 Low Ave.,P0L 1R0,Yes,Yes,,,
